Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price_euro,Edad,Name_General
Pune,20575,Petrol,Manual,3,19.0,998.0,67.1,5.0,2223.21,13,Maruti
Mumbai,39879,Petrol,Manual,3,17.8,1198.0,86.7,5.0,4324.14,11,Honda
Jaipur,31056,Petrol,Manual,3,23.01,999.0,67.0,5.0,4001.78,7,Renault
Mumbai,50940,Petrol,Automatic,3,19.12,1373.0,91.1,5.0,7725.66,9,Maruti
Coimbatore,99362,Diesel,Manual,3,22.54,1396.0,88.73,5.0,7814.58,8,Hyundai
Ahmedabad,54000,Diesel,Manual,3,13.68,2393.0,147.8,7.0,18341.49,8,Toyota
Coimbatore,54268,Diesel,Manual,3,28.09,1248.0,88.5,5.0,8526.01,8,Maruti
Coimbatore,94521,Diesel,Automatic,3,14.74,2993.0,270.9,5.0,25778.12,12,Jaguar
Kochi,38932,Petrol,Manual,3,19.1,1197.0,82.0,5.0,6903.07,7,Hyundai
Coimbatore,60395,Diesel,Automatic,3,16.12,2967.0,245.0,5.0,50933.75,9,Porsche
Mumbai,29000,Diesel,Manual,3,24.4,1120.0,71.0,5.0,6614.05,8,Hyundai
Delhi,58000,Diesel,Automatic,3,16.55,1968.0,140.0,5.0,12227.66,13,Audi
Coimbatore,60913,Petrol,Manual,3,20.73,1373.0,91.1,5.0,7992.44,8,Maruti
Delhi,65000,Diesel,Manual,3,12.8,2494.0,102.0,8.0,7114.27,13,Toyota
Chennai,26000,Diesel,Manual,3,15.8,2148.0,170.0,5.0,28901.73,9,Mercedes-Benz
Hyderabad,19947,Petrol,Manual,3,20.36,1197.0,78.9,5.0,5002.22,8,Hyundai
Chennai,70816,Petrol,Automatic,3,16.95,1197.0,78.9,5.0,3445.98,13,Hyundai
Delhi,54000,Diesel,Manual,3,27.39,1248.0,74.0,5.0,6614.05,9,Maruti
Delhi,138000,Petrol,Manual,3,18.2,1061.0,64.0,5.0,1333.93,16,Maruti
Chennai,35000,Diesel,Automatic,3,16.46,2993.0,258.0,5.0,57803.47,10,BMW
Bangalore,50000,Diesel,Automatic,3,11.33,4134.0,335.2,7.0,53357.05,9,Audi
Hyderabad,124652,Diesel,Automatic,3,11.7,2993.0,245.0,5.0,24444.2,13,BMW
Hyderabad,80264,Petrol,Manual,3,21.1,1197.0,85.8,5.0,4779.9,11,Maruti
Pune,125600,Diesel,Manual,3,21.64,1461.0,84.8,5.0,4168.52,11,Nissan
Mumbai,49000,Petrol,Manual,3,14.28,1798.0,138.03,5.0,9948.87,9,Toyota
Pune,111000,Diesel,Manual,3,23.59,1364.0,67.1,5.0,5280.12,12,Toyota
Coimbatore,33690,Petrol,Manual,3,14.28,1798.0,138.03,5.0,16229.44,8,Toyota
Mumbai,50000,Diesel,Automatic,3,17.68,1968.0,174.33,5.0,19453.09,12,Audi
Kolkata,38092,Diesel,Manual,3,20.77,1248.0,88.8,7.0,5780.35,12,Maruti
Coimbatore,47774,Petrol,Manual,3,18.9,1197.0,82.0,5.0,6714.1,7,Hyundai
Chennai,167000,Diesel,Manual,2,19.09,1396.0,69.0,5.0,3001.33,15,Tata
Chennai,65000,Diesel,Automatic,3,26.59,1248.0,74.0,5.0,7503.33,5,Maruti
Kolkata,46000,Petrol,Manual,3,15.26,1598.0,103.5,5.0,2612.27,13,Volkswagen
Hyderabad,16500,Petrol,Manual,3,23.84,1199.0,84.0,5.0,5558.03,7,Tata
Kolkata,39000,Petrol,Manual,3,17.8,1497.0,117.3,5.0,7725.66,8,Honda
Jaipur,6000,Petrol,Manual,3,19.5,1199.0,86.76,5.0,7447.75,6,Honda
Hyderabad,60000,Diesel,Automatic,3,17.11,1968.0,174.33,5.0,27790.13,9,Audi
Chennai,97320,Petrol,Automatic,3,14.4,1598.0,103.6,5.0,4168.52,13,Volkswagen
Chennai,99807,Diesel,Manual,3,20.54,1598.0,103.6,5.0,4168.52,13,Volkswagen
Pune,46000,Petrol,Manual,3,17.0,1497.0,118.0,5.0,5669.19,11,Honda
Mumbai,12000,Petrol,Manual,3,22.5,998.0,67.04,5.0,2723.43,14,Maruti
Kolkata,13002,Petrol,Automatic,3,9.3,2771.0,193.1,5.0,3612.72,19,Skoda
Kolkata,26000,Diesel,Manual,3,26.0,1498.0,98.6,5.0,6113.83,10,Honda
Coimbatore,27833,Diesel,Automatic,3,0.0,2987.0,165.0,5.0,54735.44,8,Mercedes-Benz
Kochi,51639,Petrol,Manual,3,22.74,796.0,47.3,5.0,3379.28,8,Maruti
Delhi,21000,Petrol,Manual,3,18.6,1197.0,81.83,5.0,5446.87,9,Hyundai
Bangalore,90000,Diesel,Manual,3,22.7,1498.0,89.84,5.0,6947.53,11,Ford
Hyderabad,36255,Diesel,Automatic,3,19.59,1995.0,184.0,5.0,36682.97,9,BMW
Chennai,58000,Diesel,Automatic,2,11.7,2993.0,245.0,5.0,30013.34,13,BMW
Coimbatore,48997,Petrol,Manual,2,18.0,1198.0,86.7,5.0,5791.46,10,Honda
Mumbai,31130,Petrol,Manual,3,15.85,1499.0,110.4,5.0,6391.73,10,Ford
Coimbatore,75668,Diesel,Automatic,3,14.74,2993.0,270.9,5.0,18430.41,12,Jaguar
Delhi,12000,Petrol,Manual,3,14.53,1798.0,138.0,5.0,12227.66,9,Toyota
Pune,90000,Petrol,Manual,2,20.36,1197.0,78.9,5.0,3112.49,10,Hyundai
Kochi,17320,Diesel,Automatic,3,15.8,2148.0,170.0,5.0,42229.88,5,Mercedes-Benz
Delhi,85000,Diesel,Manual,2,20.0,1968.0,108.5,5.0,4057.36,13,Skoda
Hyderabad,130000,Diesel,Manual,3,13.1,2499.0,141.0,7.0,6669.63,17,Ford
Coimbatore,60328,Petrol,Manual,3,15.6,1196.0,70.0,5.0,5046.69,11,Ford
Kochi,34327,Petrol,Manual,3,18.0,1198.0,86.7,5.0,6002.67,9,Honda
Mumbai,75000,Diesel,Manual,3,19.1,1405.0,70.0,5.0,3668.3,10,Tata
Hyderabad,86000,Diesel,Automatic,2,14.7,1985.0,163.0,5.0,20286.79,12,Volvo
Bangalore,12000,Petrol,Manual,3,22.7,799.0,53.0,5.0,3445.98,7,Datsun
Kochi,57759,Petrol,Manual,3,21.1,814.0,55.2,5.0,4268.56,11,Hyundai
Kolkata,24300,Petrol,Manual,3,22.74,796.0,47.3,5.0,2712.32,8,Maruti
Bangalore,66000,Petrol,Manual,2,16.47,1198.0,73.9,5.0,4001.78,13,Volkswagen
Mumbai,75915,Petrol,Manual,3,20.36,1197.0,78.9,5.0,4335.26,9,Hyundai
Chennai,107000,Petrol,Manual,2,16.95,1498.0,97.7,5.0,3223.65,11,Nissan
Chennai,86000,Petrol,Manual,2,14.53,1798.0,138.1,5.0,3890.62,16,Toyota
Chennai,160000,Diesel,Manual,2,18.1,1493.0,110.0,5.0,3890.62,15,Hyundai
Jaipur,3000,Petrol,Manual,3,24.7,796.0,47.3,5.0,3890.62,5,Maruti
Hyderabad,72495,Diesel,Manual,3,21.9,1396.0,88.76,5.0,7781.24,9,Hyundai
Chennai,33000,Diesel,Automatic,3,19.08,1582.0,126.2,5.0,9670.96,8,Hyundai
Hyderabad,60000,Diesel,Automatic,3,12.07,2967.0,241.4,7.0,50022.23,10,Audi
Hyderabad,80103,Diesel,Manual,3,25.0,1396.0,69.0,5.0,2000.89,8,Tata
Kolkata,42100,Petrol,Manual,3,18.0,995.0,62.0,5.0,1100.49,17,Chevrolet
Kolkata,4500,Petrol,Manual,3,18.9,1197.0,81.86,5.0,5335.7,6,Hyundai
Mumbai,97000,Diesel,Manual,3,12.55,2982.0,169.0,7.0,19953.31,10,Toyota
Kochi,51223,Petrol,Manual,3,18.9,1197.0,81.86,5.0,6291.69,7,Hyundai
Delhi,64000,Petrol,Manual,3,17.0,1497.0,118.0,5.0,3445.98,15,Honda
Kochi,56911,Petrol,Manual,3,18.6,1197.0,81.86,5.0,7269.9,8,Hyundai
Hyderabad,147848,Diesel,Manual,3,12.8,2494.0,102.0,8.0,14673.19,9,Toyota
Kochi,21290,Petrol,Automatic,3,13.0,4951.0,395.0,4.0,63139.17,6,Ford
Kochi,14076,Diesel,Automatic,3,11.36,2755.0,171.5,7.0,21565.14,5,Toyota
Ahmedabad,75180,Petrol,Manual,3,18.2,1061.0,64.0,5.0,1834.15,17,Maruti
Jaipur,92000,Diesel,Manual,2,22.9,1248.0,74.0,5.0,4835.48,11,Maruti
Hyderabad,57266,Diesel,Manual,3,20.5,1248.0,91.72,5.0,7225.43,9,Fiat
Delhi,64000,Petrol,Manual,3,18.2,998.0,67.1,5.0,1233.88,17,Maruti
Mumbai,41000,Diesel,Manual,3,19.87,1461.0,83.8,5.0,6113.83,11,Renault
Delhi,45999,Diesel,Manual,3,10.5,2835.0,107.2,6.0,12227.66,12,Mitsubishi
Pune,50000,Petrol,Automatic,3,23.1,998.0,67.04,5.0,4335.26,9,Maruti
Pune,70000,Diesel,Manual,3,17.88,1405.0,48.21,5.0,2000.89,11,Tata
Kochi,37540,Petrol,Manual,3,18.6,1197.0,81.86,5.0,6914.18,8,Hyundai
Hyderabad,44000,Petrol,Automatic,3,23.1,998.0,67.04,5.0,4779.9,10,Maruti
Hyderabad,22500,Petrol,Manual,3,18.9,1197.0,81.86,5.0,6658.51,7,Hyundai
Delhi,17431,Petrol,Manual,3,18.6,1197.0,81.83,5.0,6669.63,7,Hyundai
Delhi,61566,Petrol,Manual,3,17.1,1591.0,121.3,5.0,6502.89,10,Hyundai
Kochi,61730,Diesel,Automatic,3,12.39,2179.0,147.51,5.0,22165.41,10,Land
Chennai,68000,Petrol,Manual,3,16.1,1298.0,88.2,5.0,3223.65,15,Maruti
Mumbai,29000,Petrol,Manual,3,18.0,1198.0,86.7,5.0,4724.32,10,Honda
Hyderabad,156210,Diesel,Manual,3,21.43,1364.0,87.2,5.0,6658.51,14,Toyota
Kolkata,46500,Diesel,Manual,3,27.4,1498.0,98.6,5.0,3668.3,11,Honda
Coimbatore,52830,Diesel,Automatic,2,16.77,2967.0,241.38,5.0,8981.77,15,Audi
Jaipur,39867,Petrol,Manual,3,22.5,998.0,67.04,5.0,5002.22,7,Maruti
Hyderabad,58972,Diesel,Manual,3,24.2,1498.0,98.6,7.0,7225.43,10,Honda
Bangalore,66000,Petrol,Automatic,2,10.1,2354.0,152.0,5.0,4335.26,18,Honda
Delhi,52000,Petrol,Manual,3,17.1,1591.0,121.3,5.0,5835.93,11,Hyundai
Bangalore,58000,Diesel,Automatic,3,11.72,2199.0,194.3,7.0,18897.29,10,Hyundai
Ahmedabad,58000,Petrol,Automatic,3,16.95,1197.0,78.9,5.0,3890.62,12,Hyundai
Hyderabad,75000,Diesel,Manual,2,17.7,1399.0,68.0,5.0,3334.82,16,Ford
Coimbatore,41008,Petrol,Manual,2,20.36,1197.0,78.9,5.0,5413.52,9,Hyundai
Jaipur,65000,Diesel,Manual,3,24.4,1120.0,71.0,5.0,6669.63,10,Hyundai
Mumbai,19000,Diesel,Automatic,3,18.19,1968.0,174.5,5.0,17229.88,9,Skoda
Pune,74000,Petrol,Manual,2,16.6,1388.0,68.0,5.0,1778.57,16,Ford
Pune,33000,Petrol,Automatic,3,21.4,1197.0,83.1,5.0,8059.14,7,Maruti
Mumbai,95000,Diesel,Manual,2,17.0,1896.0,105.0,5.0,3612.72,14,Skoda
Kolkata,34000,Diesel,Manual,3,20.64,1498.0,108.5,5.0,3779.46,12,Volkswagen
Coimbatore,102865,Diesel,Automatic,3,12.07,2967.0,241.4,7.0,33903.96,10,Audi
Kochi,52378,Petrol,Manual,3,17.0,1591.0,121.3,5.0,8859.49,8,Hyundai
Delhi,38000,Diesel,Automatic,3,14.84,2143.0,170.0,5.0,15017.79,12,Mercedes-Benz
Kochi,60334,Diesel,Manual,3,25.8,1498.0,98.6,5.0,6036.02,9,Honda
Chennai,107000,Petrol,Manual,3,16.6,1388.0,68.0,5.0,2890.17,14,Ford
Bangalore,445000,Petrol,Manual,3,18.5,1197.0,82.9,5.0,4946.64,11,Hyundai
Kolkata,2196,Petrol,Manual,3,22.74,796.0,47.3,5.0,3056.91,7,Maruti
Kolkata,24000,Petrol,Automatic,3,10.6,2996.0,258.0,5.0,9726.55,14,BMW
Coimbatore,44846,Petrol,Manual,2,14.6,1368.0,88.7,5.0,6013.78,9,Fiat
Kochi,64035,Diesel,Automatic,3,28.4,1248.0,73.75,5.0,9504.22,6,Maruti
Mumbai,45600,Diesel,Manual,3,15.1,2179.0,140.0,7.0,9170.74,10,Mahindra
Kochi,102001,Diesel,Automatic,3,11.1,2400.0,200.0,7.0,26211.65,10,Volvo
Coimbatore,47439,Petrol,Manual,3,20.36,1197.0,78.9,5.0,4991.11,10,Hyundai
Hyderabad,193254,Diesel,Manual,3,11.5,2982.0,171.0,7.0,14439.75,14,Toyota
Bangalore,29000,Petrol,Automatic,3,21.9,624.0,37.48,4.0,3112.49,8,Tata
Coimbatore,51681,Diesel,Manual,3,19.98,1461.0,108.5,8.0,9370.83,8,Renault
Hyderabad,50000,Diesel,Automatic,3,12.07,2967.0,241.4,7.0,52801.24,9,Audi
Mumbai,42666,Petrol,Automatic,3,18.0,1497.0,117.3,5.0,9948.87,8,Honda
Jaipur,65000,Diesel,Manual,2,19.01,1461.0,108.45,5.0,6113.83,11,Renault
Jaipur,18776,Petrol,Manual,3,17.8,1198.0,86.7,5.0,5280.12,10,Honda
Jaipur,6714,Petrol,Manual,3,18.0,1198.0,86.7,5.0,5280.12,8,Honda
Pune,40000,Petrol,Automatic,2,12.05,1995.0,154.0,5.0,10560.25,15,BMW
Coimbatore,88539,Diesel,Manual,3,23.2,1248.0,73.94,5.0,4190.75,13,Maruti
Delhi,65055,Petrol,Manual,2,17.0,1497.0,118.0,5.0,4724.32,12,Honda
Mumbai,23000,Diesel,Automatic,3,18.88,1995.0,184.0,5.0,22120.94,10,BMW
Chennai,60000,Diesel,Manual,3,15.0,1896.0,105.0,5.0,4446.42,15,Volkswagen
Kochi,59350,Petrol,Manual,3,19.1,1197.0,85.8,5.0,4624.28,11,Maruti
Bangalore,19000,Diesel,Automatic,2,16.36,2179.0,187.7,5.0,42241.0,9,Jaguar
Kochi,45560,Petrol,Automatic,3,16.9,1197.0,82.0,5.0,7047.58,8,Hyundai
Pune,118000,Diesel,Manual,3,12.8,2494.0,102.0,8.0,5002.22,15,Toyota
Chennai,55000,Petrol,Manual,3,15.1,1196.0,73.0,7.0,4168.52,8,Maruti
Delhi,60000,Diesel,Automatic,2,15.2,1968.0,140.8,5.0,11338.37,12,Audi
Chennai,145000,Diesel,Manual,3,12.8,2494.0,102.0,8.0,5558.03,17,Toyota
Mumbai,46810,Petrol,Manual,3,9.8,1995.0,163.5,5.0,4390.84,16,Maruti
Coimbatore,62767,Diesel,Manual,3,20.34,1498.0,103.2,5.0,10838.15,8,Volkswagen
Kochi,18553,Petrol,Manual,3,18.6,1197.0,81.86,5.0,8815.03,6,Hyundai
Hyderabad,143143,Diesel,Manual,3,17.8,1399.0,67.0,5.0,2334.37,13,Ford
Coimbatore,53497,Diesel,Manual,3,13.5,2477.0,175.56,7.0,18252.56,9,Mitsubishi
Bangalore,148000,Diesel,Manual,2,14.66,2199.0,194.3,7.0,9893.29,13,Hyundai
Pune,95000,Diesel,Manual,3,15.1,2179.0,140.0,7.0,8014.67,12,Mahindra
Chennai,100000,Diesel,Manual,3,12.8,2494.0,102.0,8.0,15006.67,9,Toyota
Chennai,29000,Diesel,Automatic,3,11.57,2987.0,254.79,5.0,72254.34,8,Mercedes-Benz
Bangalore,87000,Diesel,Manual,3,12.05,2179.0,120.0,7.0,8225.88,10,Mahindra
Kochi,56838,Petrol,Automatic,3,16.8,1497.0,118.0,5.0,5724.77,10,Honda
Pune,100000,Diesel,Automatic,3,12.0,2987.0,224.0,7.0,35571.37,11,Mercedes-Benz
Kolkata,125000,Petrol,Manual,3,17.0,1497.0,118.0,5.0,3612.72,13,Honda
Kolkata,17000,Petrol,Automatic,3,22.5,998.0,67.0,5.0,4390.84,7,Maruti
Pune,70000,Petrol,Manual,2,15.4,1193.0,65.0,5.0,1667.41,11,Tata
Pune,50000,Petrol,Manual,2,17.0,1197.0,80.0,5.0,3334.82,14,Hyundai
Kolkata,39800,Petrol,Manual,3,16.0,1198.0,90.0,5.0,2212.09,14,Honda
Kolkata,60000,Petrol,Manual,3,19.0,998.0,66.1,5.0,1500.67,14,Maruti
Hyderabad,58000,Diesel,Automatic,3,16.07,1995.0,181.0,5.0,15006.67,15,BMW
Hyderabad,110009,Diesel,Manual,3,17.67,1968.0,138.08,5.0,7770.12,14,Skoda
Hyderabad,85000,Diesel,Manual,3,19.01,1461.0,108.5,5.0,9448.64,11,Nissan
Pune,84000,Diesel,Manual,2,22.07,1199.0,73.9,5.0,3212.54,14,Volkswagen
Mumbai,51000,Diesel,Automatic,3,22.69,1995.0,190.0,5.0,11671.85,13,BMW
Kochi,68880,Petrol,Manual,3,16.95,1498.0,97.7,5.0,4413.07,11,Nissan
Chennai,5500,Petrol,Automatic,3,24.07,998.0,67.1,5.0,4724.32,7,Maruti
Coimbatore,40052,Petrol,Manual,3,21.1,1197.0,85.8,5.0,6858.6,8,Maruti
Coimbatore,47293,Diesel,Automatic,3,14.16,1968.0,174.3,5.0,43041.35,8,Audi
Hyderabad,79663,Diesel,Manual,3,16.8,1493.0,110.0,5.0,7225.43,11,Hyundai
Jaipur,63000,Diesel,Manual,2,25.8,1498.0,98.6,5.0,4724.32,11,Honda
Kolkata,45000,Diesel,Manual,3,26.0,1498.0,98.6,5.0,5280.12,10,Honda
Kochi,56501,Diesel,Automatic,3,12.9,2755.0,174.5,7.0,19686.53,10,Toyota
Jaipur,58000,Diesel,Manual,3,20.34,1498.0,103.2,5.0,6502.89,9,Volkswagen
Coimbatore,51602,Diesel,Automatic,3,22.48,1995.0,190.0,5.0,19197.42,13,BMW
Hyderabad,74199,Diesel,Automatic,3,16.07,1995.0,181.0,5.0,10282.35,17,BMW
Ahmedabad,25000,Petrol,Automatic,3,13.0,1591.0,121.3,5.0,14172.97,7,Hyundai
Pune,70000,Diesel,Automatic,2,21.76,1995.0,190.0,5.0,30013.34,8,BMW
Bangalore,25000,Diesel,Automatic,2,14.84,2143.0,167.62,5.0,23343.71,11,Mercedes-Benz
Hyderabad,22000,Diesel,Manual,3,26.59,1248.0,74.0,5.0,8837.26,7,Maruti
Hyderabad,47020,Petrol,Manual,2,23.1,998.0,67.04,5.0,5002.22,9,Maruti
Mumbai,8000,Diesel,Automatic,3,19.59,1995.0,187.74,5.0,37516.67,7,BMW
Delhi,73000,Diesel,Automatic,3,11.33,4134.0,335.2,7.0,19464.21,14,Audi
Kochi,36973,Petrol,Manual,3,18.2,1199.0,88.7,5.0,7558.92,7,Honda
Coimbatore,42083,Petrol,Manual,3,25.4,624.0,37.48,4.0,1867.5,10,Tata
Chennai,61000,Petrol,Manual,3,24.7,796.0,47.3,5.0,3223.65,8,Maruti
Mumbai,43628,Petrol,Manual,3,22.5,998.0,67.04,5.0,3512.67,10,Maruti
Jaipur,60000,Diesel,Manual,3,24.4,1120.0,71.0,5.0,4335.26,10,Hyundai
Delhi,54000,Petrol,Manual,2,17.8,1199.0,76.8,5.0,2167.63,14,Chevrolet
Kochi,27001,Diesel,Automatic,3,16.36,2179.0,187.7,5.0,29479.77,9,Jaguar
Chennai,52000,Diesel,Automatic,3,18.33,1968.0,167.7,5.0,10004.45,14,Volkswagen
Hyderabad,80000,Diesel,Manual,3,21.27,1396.0,88.76,5.0,5002.22,12,Hyundai
Chennai,160000,Diesel,Manual,3,10.5,2835.0,107.2,6.0,9726.55,16,Mitsubishi
Chennai,3300,Diesel,Automatic,3,24.3,1248.0,88.5,5.0,12783.46,6,Maruti
Delhi,35027,Petrol,Manual,3,24.07,998.0,67.1,5.0,3334.82,8,Maruti
Coimbatore,26568,Petrol,Manual,3,21.1,814.0,55.2,5.0,4212.98,9,Hyundai
Ahmedabad,59000,Diesel,Manual,3,28.09,1248.0,88.5,5.0,6669.63,9,Maruti
Bangalore,51000,Diesel,Manual,3,19.67,1582.0,126.2,5.0,14728.77,8,Hyundai
Delhi,56400,Diesel,Automatic,3,17.2,1968.0,138.1,5.0,8892.84,12,Skoda
Hyderabad,80000,Diesel,Manual,3,20.14,1498.0,88.8,5.0,6447.31,9,Volkswagen
Hyderabad,107000,Diesel,Manual,2,12.99,2494.0,100.6,7.0,15006.67,11,Toyota
Pune,100000,Diesel,Automatic,3,14.21,2143.0,203.0,5.0,27790.13,10,Mercedes-Benz
Kochi,59998,Diesel,Manual,3,20.14,1498.0,88.8,5.0,6102.71,8,Volkswagen
Hyderabad,105000,Diesel,Automatic,3,17.32,1968.0,150.0,5.0,21120.5,11,Audi
Kolkata,36000,Petrol,Manual,3,18.5,1197.0,80.0,5.0,2779.01,13,Hyundai
Kolkata,24350,Petrol,Manual,2,19.81,1086.0,68.05,5.0,3334.82,9,Hyundai
Kochi,28973,Diesel,Manual,3,24.7,1047.0,69.0,5.0,7381.06,6,Tata
Kochi,8243,Petrol,Manual,3,21.1,814.0,55.2,5.0,3568.25,7,Hyundai
Chennai,136642,Petrol,Manual,2,17.92,1086.0,62.1,5.0,1722.99,15,Hyundai
Hyderabad,60000,Petrol,Manual,3,17.92,1086.0,62.1,5.0,2879.06,13,Hyundai
Chennai,100000,Diesel,Manual,2,12.7,2609.0,120.0,8.0,4446.42,16,Mahindra
Jaipur,48689,Petrol,Manual,3,17.4,1497.0,117.3,5.0,4301.91,14,Honda
Bangalore,45000,Diesel,Manual,3,24.3,1248.0,88.5,5.0,10838.15,7,Maruti
Kochi,38163,Diesel,Automatic,3,17.11,1968.0,174.33,5.0,36582.93,5,Audi
Chennai,43800,Diesel,Automatic,2,14.21,2143.0,203.0,5.0,18619.39,13,Mercedes-Benz
Jaipur,92000,Petrol,Manual,3,13.5,1799.0,130.0,5.0,2112.05,17,Honda
Kochi,14064,Petrol,Manual,3,18.6,1197.0,81.83,5.0,7325.48,7,Hyundai
Coimbatore,42366,Diesel,Automatic,3,15.73,1968.0,174.33,5.0,35493.55,7,Audi
Jaipur,76551,Diesel,Manual,3,25.1,1498.0,98.6,5.0,8059.14,10,Honda
Pune,72672,Petrol,Manual,3,19.81,1086.0,68.05,5.0,2112.05,16,Hyundai
Kolkata,45000,Diesel,Manual,3,25.2,1248.0,74.0,5.0,3946.2,9,Maruti
Hyderabad,91696,Diesel,Automatic,3,11.4,2953.0,153.86,7.0,10282.35,12,Ford
Kochi,66484,Petrol,Manual,3,13.8,1299.0,70.0,5.0,1834.15,15,Ford
Coimbatore,15456,Diesel,Automatic,3,20.68,1995.0,190.0,5.0,40729.21,5,BMW
Mumbai,55000,Diesel,Automatic,2,14.21,2143.0,203.0,5.0,17785.68,13,Mercedes-Benz
Ahmedabad,61297,Diesel,Manual,3,25.8,1498.0,98.6,5.0,4835.48,10,Honda
Hyderabad,80000,Petrol,Manual,2,17.3,993.0,60.0,5.0,1333.93,18,Maruti
Jaipur,59000,Petrol,Manual,2,18.5,1197.0,80.0,5.0,4557.58,11,Hyundai
Chennai,150000,Diesel,Automatic,3,11.0,2993.0,235.0,5.0,20842.6,15,BMW
Coimbatore,60083,Diesel,Manual,3,19.67,1582.0,126.2,5.0,15317.92,7,Hyundai
Kolkata,85450,Diesel,Manual,3,26.59,1248.0,74.0,5.0,4446.42,8,Maruti
Jaipur,88000,Diesel,Manual,3,22.9,1248.0,74.0,5.0,4813.25,11,Maruti
Kochi,81828,Diesel,Manual,3,24.0,1186.0,73.97,5.0,6036.02,9,Hyundai
Mumbai,18000,Petrol,Manual,3,18.16,1196.0,86.8,5.0,5446.87,8,Ford
Chennai,15000,Diesel,Automatic,3,15.97,2993.0,258.0,5.0,77812.36,7,BMW
Kolkata,34000,Diesel,Automatic,3,11.78,2143.0,167.62,5.0,28345.93,8,Mercedes-Benz
Ahmedabad,46000,Petrol,Automatic,3,18.9,1197.0,82.0,5.0,5669.19,9,Hyundai
Hyderabad,48158,Diesel,Manual,3,22.32,1582.0,126.32,5.0,7447.75,11,Hyundai
Hyderabad,93000,Diesel,Automatic,3,16.73,2993.0,218.0,5.0,29457.54,11,BMW
Ahmedabad,71007,Diesel,Manual,3,23.08,1461.0,63.1,5.0,4335.26,11,Nissan
Pune,63067,Petrol,Manual,2,15.5,1586.0,103.3,5.0,3001.33,14,Maruti
Hyderabad,70259,Diesel,Manual,3,21.12,1248.0,88.8,5.0,3279.24,13,Tata
Ahmedabad,13000,Diesel,Automatic,3,16.55,1968.0,140.0,5.0,25566.92,9,Audi
Pune,140000,Diesel,Manual,2,17.8,1248.0,75.0,5.0,2767.9,15,Maruti
Jaipur,130000,Diesel,Manual,3,25.2,1248.0,74.0,5.0,5002.22,9,Maruti
Delhi,89401,Diesel,Manual,3,21.43,1364.0,87.2,5.0,5002.22,13,Toyota
Hyderabad,67000,Diesel,Manual,3,27.3,1498.0,98.6,5.0,7670.08,9,Honda
Kochi,65329,Petrol,Automatic,3,7.94,4395.0,450.0,4.0,23032.46,14,BMW
Jaipur,72000,Petrol,Manual,3,16.25,1198.0,73.9,5.0,2456.65,14,Skoda
Mumbai,82000,Diesel,Automatic,2,12.35,2179.0,187.74,5.0,15451.31,13,Land
Pune,85000,Petrol,Manual,3,15.3,1596.0,101.0,5.0,1622.94,14,Ford
Pune,83000,Diesel,Automatic,3,19.08,1582.0,126.32,5.0,6669.63,12,Hyundai
Jaipur,26000,Petrol,Manual,3,21.7,999.0,67.0,5.0,3334.82,8,Renault
Delhi,27000,Diesel,Manual,3,22.3,1248.0,88.8,5.0,3890.62,12,Tata
Kochi,37746,Diesel,Manual,3,21.19,1396.0,88.73,5.0,8437.08,6,Hyundai
Mumbai,63274,Petrol,Manual,2,15.0,1586.0,104.68,5.0,2212.09,15,Maruti
Hyderabad,25000,Petrol,Manual,3,25.17,799.0,53.3,5.0,4224.1,8,Renault
Bangalore,197000,Diesel,Manual,3,11.68,2498.0,112.0,7.0,4446.42,11,Mahindra
Bangalore,45010,Petrol,Manual,2,21.1,814.0,55.2,5.0,3279.24,11,Hyundai
Delhi,75348,Diesel,Manual,3,25.8,1498.0,98.6,5.0,4168.52,11,Honda
Kolkata,90110,Diesel,Manual,3,22.07,1199.0,73.9,5.0,2779.01,14,Volkswagen
Pune,102013,Petrol,Manual,3,17.0,1497.0,118.0,5.0,4168.52,13,Honda
Pune,36000,Diesel,Automatic,3,12.55,2982.0,168.5,7.0,24455.31,9,Toyota
Kochi,37578,Petrol,Manual,3,18.0,1198.0,86.7,5.0,6825.26,7,Honda
Pune,46001,Diesel,Automatic,3,20.58,1995.0,143.0,5.0,17785.68,9,BMW
Hyderabad,46559,Petrol,Automatic,3,23.1,998.0,67.04,5.0,4168.52,10,Maruti
Mumbai,48000,Diesel,Manual,3,12.99,2494.0,100.6,8.0,13061.36,9,Toyota
Pune,46000,Diesel,Automatic,2,16.36,2179.0,187.7,5.0,26678.52,11,Jaguar
Hyderabad,15000,Petrol,Manual,3,17.5,1199.0,88.7,5.0,9893.29,7,Honda
Chennai,85000,Diesel,Automatic,1,17.05,1995.0,184.0,5.0,11116.05,12,BMW
Mumbai,32000,Petrol,Automatic,3,14.3,1598.0,103.5,5.0,6169.41,10,Skoda
Kochi,60818,Petrol,Manual,3,16.09,1598.0,103.5,5.0,3990.66,12,Volkswagen
Coimbatore,35188,Diesel,Manual,3,22.77,1498.0,98.59,5.0,12372.17,5,Ford
Jaipur,110000,Diesel,Manual,3,15.1,2179.0,140.0,7.0,8003.56,12,Mahindra
Mumbai,61000,Diesel,Manual,3,18.6,1388.0,67.0,5.0,3312.58,10,Ford
Pune,75000,Petrol,Manual,2,17.92,1086.0,62.1,5.0,1889.73,14,Hyundai
